Ship,Date
Percy Jackson/Triton,28 Dec 2017
Nico di Angelo/Will Solace,28 Dec 2017
Nico di Angelo/Will Solace,28 Dec 2017
Hazel Levesque/Frank Zhang (mentioned),28 Dec 2017
Percy Jackson/Carter Kane,28 Dec 2017
Nico di Angelo/Will Solace,28 Dec 2017
Annabeth Chase/Percy Jackson,28 Dec 2017
Nico di Angelo/Jason Grace,28 Dec 2017
Nico di Angelo/Leo Valdez,28 Dec 2017
Nico di Angelo/Original Male Character(s),28 Dec 2017
Nico di Angelo/Connor Stoll/Travis Stoll,28 Dec 2017
past Nico di Angelo/Percy Jackson,28 Dec 2017
Hazel Levesque/Frank Zhang,28 Dec 2017
Nico di Angelo/Will Solace,28 Dec 2017
Nico di Angelo/Will Solace,28 Dec 2017
Jason Grace/Percy Jackson,28 Dec 2017
Leo Valdez/Frank Zhang,28 Dec 2017
Nico di Angelo/Jason Grace/Percy Jackson/Will Solace,28 Dec 2017
Nico di Angelo/Will Solace,28 Dec 2017
Nico di Angelo/Percy Jackson,28 Dec 2017
Nico di Angelo/Jason Grace,28 Dec 2017
Jason Grace/Will Solace,28 Dec 2017
Percy Jackson/Will Solace,28 Dec 2017
Annabeth Chase/Percy Jackson,27 Dec 2017
Nico di Angelo/Percy Jackson,27 Dec 2017
Nico di Angelo/Will Solace,27 Dec 2017
Luke Castellan/Percy Jackson,27 Dec 2017
Annabeth Chase/Percy Jackson,27 Dec 2017
Nico di Angelo/Will Solace,27 Dec 2017
Jason Grace/Piper McLean,27 Dec 2017
Hazel Levesque/Frank Zhang,27 Dec 2017
Calypso/Leo Valdez,27 Dec 2017
Annabeth Chase/Percy Jackson,27 Dec 2017
and every other canon pairing,27 Dec 2017
Piper McLean/Leo Valdez,27 Dec 2017
Nico di Angelo/Will Solace,27 Dec 2017
Annabeth Chase/Percy Jackson,27 Dec 2017
Nico di Angelo/Will Solace,27 Dec 2017
Annabeth Chase/Percy Jackson,27 Dec 2017
Annabeth Chase & Percy Jackson,27 Dec 2017
Percy Jackson & Grover Underwood,27 Dec 2017
Annabeth Chase/Grover Underwood,27 Dec 2017
Annabeth Chase & Percy Jackson & Grover Underwood,27 Dec 2017
Jason Grace/Leo Valdez,27 Dec 2017
Nico di Angelo/Will Solace,27 Dec 2017
Thalia Grace/Reyna Avila Ramírez-Arellano,27 Dec 2017
Hazel Levesque/Frank Zhang,27 Dec 2017
Nico di Angelo/Percy Jackson,27 Dec 2017
Jason Grace/Piper McLean,27 Dec 2017
Annabeth Chase/Reyna Avila Ramírez-Arellano,27 Dec 2017
Piper McLean/Leo Valdez,27 Dec 2017
Rachel Elizabeth Dare/Reyna Avila Ramírez-Arellano,27 Dec 2017
Jason Grace/Leo Valdez,27 Dec 2017
Jason Grace/Piper McLean,27 Dec 2017
Nico di Angelo/Will Solace,27 Dec 2017
Annabeth Chase/Piper McLean,27 Dec 2017
Annabeth Chase/Percy Jackson,27 Dec 2017
Nico di Angelo/Will Solace,27 Dec 2017
Nico di Angelo/Will Solace,25 Dec 2017
Or at least it was supposed to be - Relationship,25 Dec 2017
I got distracted - Relationship,25 Dec 2017
Piper McLean & Nico di Angelo,25 Dec 2017
Annabeth Chase/Percy Jackson,25 Dec 2017
Magnus Chase/Alex Fierro,25 Dec 2017
Magnus Chase & Alex Fierro,25 Dec 2017
Halfborn Gunderson/Mallory Keen,25 Dec 2017
Samirah al-Abbas/Amir Fadlan,25 Dec 2017
thomas Jefferson junior/happiness,25 Dec 2017
Rachel Elizabeth Dare/Percy Jackson,25 Dec 2017
Annabeth Chase/Percy Jackson,25 Dec 2017
Rachel Elizabeth Dare/Percy Jackson,25 Dec 2017
Nico di Angelo/Will Solace,25 Dec 2017
Jason Grace & Percy Jackson,25 Dec 2017
Hazel Levesque & Frank Zhang,25 Dec 2017
Percy Jackson & Piper McLean,25 Dec 2017
Solangelo - Relationship,25 Dec 2017
Blitzstone - Relationship,25 Dec 2017
percabeth - Relationship,25 Dec 2017
Frazel,25 Dec 2017
Nico di Angelo/Percy Jackson,25 Dec 2017
Percy Jackson/Khione,25 Dec 2017
Hiccup Horrendous Haddock III/Jack Frost (Guardians of Childhood),25 Dec 2017
Nico di Angelo/Will Solace,25 Dec 2017
Jason Grace/Piper McLean,25 Dec 2017
Percy Jackson/Piper McLean,25 Dec 2017
Annabeth Chase/Reyna Avila Ramírez-Arellano,25 Dec 2017
Nico di Angelo/Will Solace,25 Dec 2017
Nico di Angelo & Will Solace,25 Dec 2017
Annabeth Chase & Percy Jackson,25 Dec 2017
Annabeth Chase/Reyna Avila Ramírez-Arellano,25 Dec 2017
Jason Grace/Piper McLean,25 Dec 2017
Annabeth Chase/Percy Jackson,25 Dec 2017
Annabeth Chase/Percy Jackson,25 Dec 2017
Nico di Angelo/Percy Jackson,25 Dec 2017
Nico di Angelo/Will Solace,25 Dec 2017
Annabeth Chase/Percy Jackson,24 Dec 2017
Percy Jackson & Sally Jackson,24 Dec 2017
Percy Jackson & Grover Underwood,24 Dec 2017
Jason Grace & Percy Jackson,24 Dec 2017
Percy Jackson/Annabeth Chase,24 Dec 2017
Annabeth Chase/Percy Jackson,24 Dec 2017
percabeth - Relationship,24 Dec 2017
Nico di Angelo/Will Solace,24 Dec 2017
Jason Grace/Nico di Angelo,24 Dec 2017
Percy Jackson/Annabeth Chase,24 Dec 2017
Jason Grace/Piper McLean,24 Dec 2017
Frank Zhang/Hazel Levesque,24 Dec 2017
Jason Grace/Percy Jackson,24 Dec 2017
Nico di Angelo/Will Solace,24 Dec 2017
Nico di Angelo/Will Solace,24 Dec 2017
Annabeth Chase/Percy Jackson,24 Dec 2017
Jason Grace/Piper McLean,24 Dec 2017
Nico di Angelo/Will Solace,24 Dec 2017
Nico di Angelo/Will Solace,24 Dec 2017
Anubis/Sadie Kane/Walt Stone,24 Dec 2017
Percy Jackson/Carter Kane,24 Dec 2017
Jason Grace/Piper McLean,24 Dec 2017
Hazel Levesque/Frank Zhang,24 Dec 2017
Nico di Angelo/Will Solace,24 Dec 2017
Annabeth Chase/Percy Jackson,24 Dec 2017
Hazel Levesque/Frank Zhang,24 Dec 2017
Thalia Grace/Reyna Avila Ramírez-Arellano,24 Dec 2017
Jason Grace/Piper McLean,24 Dec 2017
Calypso/Leo Valdez,24 Dec 2017
Annabeth Chase/Percy Jackson,24 Dec 2017
Nico di Angelo/Will Solace,24 Dec 2017
Annabeth Chase/Percy Jackson,24 Dec 2017
Annabeth Chase/Percy Jackson,24 Dec 2017
Annabeth Chase/Percy Jackson,24 Dec 2017
Annabeth Chase/Percy Jackson,24 Dec 2017
Nico di Angelo/Will Solace,24 Dec 2017
Solangelo - Relationship,24 Dec 2017
Nico di Angelo/Percy Jackson,22 Dec 2017
Ethan Nakamura/Alabaster Torrington,22 Dec 2017
Jason Grace/Will Solace,22 Dec 2017
Rachel Elizabeth Dare/Thalia Grace,22 Dec 2017
Calypso/Reyna Avila Ramírez-Arellano,22 Dec 2017
Mitchell/Connor Stoll,22 Dec 2017
Jason Grace/Piper McLean,22 Dec 2017
Silena Beauregard/Charles Beckendorf,22 Dec 2017
Paul Blofis & Percy Jackson,22 Dec 2017
Annabeth Chase/Percy Jackson,22 Dec 2017
Piper McLean/Leo Valdez,22 Dec 2017
Annabeth Chase/Percy Jackson,22 Dec 2017
Paul Blofis/Sally Jackson,22 Dec 2017
Sally Jackson/Poseidon,22 Dec 2017
Calypso/Leo Valdez,22 Dec 2017
Jason Grace/Piper McLean,22 Dec 2017
Nico di Angelo/Will Solace,22 Dec 2017
Annabeth Chase/Percy Jackson,22 Dec 2017
Annabeth Chase/Percy Jackson,22 Dec 2017
Jason Grace/Piper McLean,22 Dec 2017
Hazel Levesque/Frank Zhang,22 Dec 2017
Calypso/Leo Valdez,22 Dec 2017
Nico di Angelo/Will Solace,22 Dec 2017
Nico di Angelo/Percy Jackson,22 Dec 2017
Percy Jackson/Annabeth Chase,22 Dec 2017
Annabeth Chase/Percy Jackson,22 Dec 2017
Annabeth Chase/Percy Jackson,22 Dec 2017
Annabeth Chase & Percy Jackson,22 Dec 2017
Luke Castellan/Original Female Character(s),22 Dec 2017
Clovis/Pollux (Percy Jackson),22 Dec 2017
Nico di Angelo/Percy Jackson,22 Dec 2017
Hazel Levesque/Frank Zhang,22 Dec 2017
Jason Grace/Piper McLean,22 Dec 2017
Annabeth Chase/Reyna Avila Ramírez-Arellano,22 Dec 2017
Percy Jackson/Kronos,22 Dec 2017
Percy/Nico,19 Dec 2017
Nico di Angelo/Will Solace,19 Dec 2017
Nico di Angelo & Will Solace,19 Dec 2017
Annabeth Chase/Percy Jackson,19 Dec 2017
Nico di Angelo/Will Solace,19 Dec 2017
Annabeth Chase/Percy Jackson,19 Dec 2017
Harmonia/Eris/Percy Jackson,19 Dec 2017
Harmonia/Eris (Greek Mythology),19 Dec 2017
Harmonia/Percy Jackson,19 Dec 2017
Eris/Percy Jackson,19 Dec 2017
Nico di Angelo/Leo Valdez,19 Dec 2017
Jason Grace/Percy Jackson,19 Dec 2017
Nico di Angelo/Will Solace,19 Dec 2017
Percy Jackson/Annabeth Chase,19 Dec 2017
Percy Jackson/Reyna Avila Ramírez-Arellano,19 Dec 2017
Jason Grace/Piper McLean,19 Dec 2017
Jason Grace/Reyna Avila Ramírez-Arellano,19 Dec 2017
Annabeth Chase/Percy Jackson,19 Dec 2017
Annabeth Chase & Percy Jackson,19 Dec 2017
Nico di Angelo/Will Solace,19 Dec 2017
Annabeth Chase/Percy Jackson,19 Dec 2017
Jason Grace/Piper McLean,19 Dec 2017
Hazel Levesque/Frank Zhang,19 Dec 2017
Annabeth Chase/Percy Jackson,19 Dec 2017
Percy Jackson & Sally Jackson,19 Dec 2017
Nico di Angelo/Percy Jackson,19 Dec 2017
Nico di Angelo/Will Solace,19 Dec 2017
Nico di Angelo & Hazel Levesque,19 Dec 2017
Nico di Angelo/Will Solace,19 Dec 2017
(mentioned) - Relationship,19 Dec 2017
Nico di Angelo/Percy Jackson,19 Dec 2017
Percy Jackson/Original Female Character(s),19 Dec 2017
Annabeth Chase/Percy Jackson,16 Dec 2017
Annabeth Chase & Percy Jackson,16 Dec 2017
Annabeth Chase/Percy Jackson,16 Dec 2017
(they're not the main focus though),16 Dec 2017
Jason Grace/Piper McLean,16 Dec 2017
Nico di Angelo/Jason Grace,16 Dec 2017
Nico di Angelo/Percy Jackson,16 Dec 2017
Chiron/Percy Jackson,16 Dec 2017
Percy Jackson/Poseidon,16 Dec 2017
Percy Jackson/Triton,16 Dec 2017
Percy Jackson/Grover Underwood,16 Dec 2017
Percy Jackson/Minotaur,16 Dec 2017
Charles Beckendorf/Percy Jackson,16 Dec 2017
Percy Jackson/Connor Stoll/Travis Stoll,16 Dec 2017
Percy Jackson/Hell Hound,16 Dec 2017
Blackjack/Percy Jackson,16 Dec 2017
Percy Jackson & Original Male Character(s),16 Dec 2017
Chrysaor/Percy Jackson,16 Dec 2017
Percy Jackson/Nemean Lion,16 Dec 2017
Thalia Grace/Reyna Avila Ramírez-Arellano,16 Dec 2017
Jason Grace/Brick,16 Dec 2017
Percy Jackson/Kronos,16 Dec 2017
Annabeth Chase/Percy Jackson,16 Dec 2017
Nico di Angelo/Thalia Grace,16 Dec 2017
Jason Grace/Piper McLean,16 Dec 2017
Hazel Levesque/Frank Zhang,16 Dec 2017
Calypso/Leo Valdez,16 Dec 2017
Annabeth Chase/Percy Jackson,16 Dec 2017
Nico di Angelo/Will Solace,16 Dec 2017
Nico di Angelo/Will Solace,16 Dec 2017
Jason Grace/Percy Jackson,16 Dec 2017
Annabeth Chase/Reyna Avila Ramírez-Arellano,16 Dec 2017
Rachel Elizabeth Dare/Percy Jackson (past),16 Dec 2017
Annabeth Chase/Piper McLean,16 Dec 2017
Nico di Angelo/Will Solace,16 Dec 2017
Nico di Angelo & Reyna Avila Ramírez-Arellano,16 Dec 2017
Hazel Levesque/Frank Zhang,16 Dec 2017
Calypso/Leo Valdez,16 Dec 2017
Annabeth Chase/Percy Jackson,16 Dec 2017
Jason Grace/Piper McLean,16 Dec 2017
Nico di Angelo & Jason Grace,16 Dec 2017
Nico di Angelo/Percy Jackson,16 Dec 2017
Annabeth Chase/Percy Jackson,14 Dec 2017
Paul Blofis/Sally Jackson,14 Dec 2017
Jason Grace/Percy Jackson,14 Dec 2017
Jason Grace/Piper McLean,14 Dec 2017
Annabeth Chase/Percy Jackson,14 Dec 2017
Paul Blofis/Sally Jackson,14 Dec 2017
Apollo & Artemis (Percy Jackson),14 Dec 2017
Apollo/Hyacinthus (Percy Jackson),14 Dec 2017
Nico di Angelo/Will Solace,14 Dec 2017
Nico di Angelo & Sadie Kane,14 Dec 2017
Sadie Kane/Walt Stone,14 Dec 2017
Nico di Angelo/Percy Jackson,14 Dec 2017
Annabeth Chase/Piper McLean,14 Dec 2017
Nico di Angelo & Will Solace,14 Dec 2017
Nico di Angelo/Percy Jackson,14 Dec 2017
Annabeth Chase/Percy Jackson,14 Dec 2017
onesided perico,14 Dec 2017
Hazel Levesque/Frank Zhang,14 Dec 2017
Thalia Grace/Reyna Avila Ramírez-Arellano,14 Dec 2017
Nico di Angelo/Will Solace,14 Dec 2017
Nico di Angelo/Percy Jackson,14 Dec 2017
Mitchell/Connor Stoll,14 Dec 2017
Nico di Angelo/Will Solace,14 Dec 2017
Katie Gardner/Travis Stoll,14 Dec 2017
Jason Grace/Piper McLean,14 Dec 2017
Nico di Angelo & Hades,14 Dec 2017
Nico di Angelo & Hazel Levesque,14 Dec 2017
Percy Jackson/Will Solace,14 Dec 2017
Luke Castellan/Ethan Nakamura,14 Dec 2017
Poseidon/Percy Jackson,14 Dec 2017
Nico di Angelo/Will Solace,14 Dec 2017
Nico di Angelo/Will Solace,14 Dec 2017
Annabeth Chase & Thalia Grace,10 Dec 2017
Luke Castellan & Annabeth Chase & Thalia Grace,10 Dec 2017
Annabeth Chase/Percy Jackson,10 Dec 2017
Jason Grace/Piper McLean,10 Dec 2017
Rachel Elizabeth Dare/Percy Jackson,10 Dec 2017
Hazel Levesque/Frank Zhang,10 Dec 2017
Nico di Angelo/Will Solace,10 Dec 2017
Paul Blofis/Sally Jackson,10 Dec 2017
Luke Castellan/Annabeth Chase,10 Dec 2017
Luke Castellan/Thalia Grace,10 Dec 2017
Jason Grace/Reyna Avila Ramírez-Arellano,10 Dec 2017
some are mentioned - Relationship,10 Dec 2017
Thalia Grace/Reyna Avila Ramírez-Arellano,10 Dec 2017
Annabeth Chase/Percy Jackson,10 Dec 2017
Jason Grace/Piper McLean,10 Dec 2017
Hazel Levesque/Frank Zhang,10 Dec 2017
Annabeth Chase/Percy Jackson,10 Dec 2017
Nico di Angelo/Will Solace,10 Dec 2017
Hazel Levesque/Frank Zhang,10 Dec 2017
Calypso/Leo Valdez,10 Dec 2017
Jason Grace/Piper McLean,10 Dec 2017
Nico di Angelo/Will Solace,10 Dec 2017
Annabeth Chase/Percy Jackson,10 Dec 2017
Jason Grace/Piper McLean,10 Dec 2017
Calypso/Leo Valdez,10 Dec 2017
Hazel Levesque/Frank Zhang,10 Dec 2017
Percy Jackson/Carter Kane,10 Dec 2017
Annabeth Chase/Percy Jackson,10 Dec 2017
Jason Grace/Reyna Avila Ramírez-Arellano,10 Dec 2017
Octavian/Original Character(s),10 Dec 2017
Rachel Elizabeth Dare/Reyna Avila Ramírez-Arellano,10 Dec 2017
Annabeth Chase/Percy Jackson,10 Dec 2017
Nico di Angelo/Will Solace,10 Dec 2017
Annabeth Chase/Percy Jackson,10 Dec 2017
Jason Grace/Piper McLean,10 Dec 2017
Hazel Levesque/Frank Zhang,10 Dec 2017
Nico di Angelo/Will Solace,10 Dec 2017
Nico di Angelo/Will Solace,10 Dec 2017
Nico di Angelo/Percy Jackson,10 Dec 2017
Nico di Angelo/Will Solace,10 Dec 2017
Nico di Angelo/Will Solace,10 Dec 2017
Annabeth Chase/Percy Jackson,10 Dec 2017
Solangelo - Relationship,10 Dec 2017
Nico di Angelo/Will Solace,10 Dec 2017
Solangelo - Relationship,06 Dec 2017
Nico di Angelo/Will Solace,06 Dec 2017
Annabeth Chase/Percy Jackson,06 Dec 2017
Jason Grace/Piper McLean,06 Dec 2017
Hazel Levesque/Frank Zhang,06 Dec 2017
Calypso/Leo Valdez,06 Dec 2017
Clarisse La Rue/Chris Rodriguez,06 Dec 2017
Nico di Angelo/Will Solace,06 Dec 2017
Nico di Angelo & Jason Grace,06 Dec 2017
Thalia Grace/Original Character(s),06 Dec 2017
Thalia Grace & Percy Jackson,06 Dec 2017
Jason Grace & Lupa,06 Dec 2017
Jason Grace & Thalia Grace,06 Dec 2017
Nico di Angelo/Will Solace,06 Dec 2017
Nico di Angelo/Will Solace,06 Dec 2017
Piper McLean/Leo Valdez,06 Dec 2017
Thalia Grace/Drew Tanaka,06 Dec 2017
Jason Grace/Drew Tanaka,06 Dec 2017
Nico di Angelo/Will Solace,06 Dec 2017
Nico di Angelo/Will Solace,06 Dec 2017
Nico di Angelo/Percy Jackson,06 Dec 2017
Katie Gardner/Travis Stoll,06 Dec 2017
Apollo/Percy Jackson,06 Dec 2017
Annabeth Chase/Percy Jackson,06 Dec 2017
Nico di Angelo/Percy Jackson,06 Dec 2017
Thanatos/Nico di Angelo/Percy Jackson,06 Dec 2017
Nico di Angelo/Thanatos,06 Dec 2017
Percy Jackson/Thanatos,06 Dec 2017
Nico di Angelo/Percy Jackson,06 Dec 2017
Silena Beauregard/Charles Beckendorf,06 Dec 2017
Nico di Angelo/Will Solace,06 Dec 2017
Nico di Angelo/Will Solace,06 Dec 2017
Nico di Angelo/Jason Grace,06 Dec 2017
Annabeth Chase/Percy Jackson,06 Dec 2017
Hazel Levesque/Frank Zhang,06 Dec 2017
Other Relationship Tags to Be Added,06 Dec 2017
Calypso/Leo Valdez,06 Dec 2017
Jason Grace/Piper McLean,06 Dec 2017
Nico di Angelo/Will Solace,03 Dec 2017
Nico di Angelo/Will Solace,03 Dec 2017
Hazel Levesque/Frank Zhang,03 Dec 2017
Frazel,03 Dec 2017
Annabeth Chase/Percy Jackson,03 Dec 2017
Nico di Angelo/Will Solace,03 Dec 2017
Piper McLean/Jason Grace,03 Dec 2017
Hazel Levesque/Frank Zhang,03 Dec 2017
Calypso/Leo Valdez,03 Dec 2017
Annabeth Chase & Percy Jackson,03 Dec 2017
Annabeth Chase/Percy Jackson,03 Dec 2017
Annabeth Chase/Percy Jackson,03 Dec 2017
Jason Grace/Piper McLean,03 Dec 2017
Calypso/Leo Valdez,03 Dec 2017
Hazel Levesque/Frank Zhang,03 Dec 2017
Nico di Angelo/Will Solace,03 Dec 2017
Nico di Angelo/Percy Jackson,03 Dec 2017
Annabeth Chase/Thalia Grace,03 Dec 2017
Annabeth Chase/Percy Jackson,03 Dec 2017
Nico di Angelo/Will Solace,03 Dec 2017
Carlos Jackson/Rachel Elizabeth Dare,03 Dec 2017
Clarisse La Rue/Piper McLean,03 Dec 2017
Leo Valdez/Carlos Jackson,03 Dec 2017
Calypso/Leo Valdez,03 Dec 2017
Sam Salvatore,03 Dec 2017
Nico di Angelo/Will Solace,03 Dec 2017
Nico di Angelo/Will Solace,03 Dec 2017
Leo Valdez x OC,03 Dec 2017
Percabeth(maybe),03 Dec 2017
Solangelo - Relationship,03 Dec 2017
Frazel,03 Dec 2017
Nico di Angelo/Percy Jackson,03 Dec 2017
Annabeth Chase & Percy Jackson,03 Dec 2017
Nico di Angelo & Will Solace,03 Dec 2017
Nico di Angelo/Will Solace,03 Dec 2017
Annabeth Chase/Percy Jackson (Mentioned),03 Dec 2017
Annabeth Chase/Percy Jackson,03 Dec 2017
Thalia Grace/Reyna Avila Ramírez-Arellano,03 Dec 2017
Hazel Levesque/Frank Zhang,03 Dec 2017
Nico di Angelo & Hazel Levesque,03 Dec 2017
Annabeth Chase/Percy Jackson,03 Dec 2017
Nico di Angelo/Will Solace,03 Dec 2017
Annabeth Chase/Thalia Grace,29 Nov 2017
Lucas Thomas Chase (OMC)/Theseus Paul di Angelo (OMC),29 Nov 2017
Nico di Angelo/Percy Jackson,29 Nov 2017
Nico di Angelo/Will Solace,29 Nov 2017
One-Sided - Relationship,29 Nov 2017
Nico di Angelo/Percy Jackson,29 Nov 2017
Annabeth Chase/Percy Jackson,29 Nov 2017
Chiron & Percy Jackson,29 Nov 2017
Percy Jackson & Kymopoleia,29 Nov 2017
Percy Jackson & Dionysus,29 Nov 2017
Annabeth Chase/Percy Jackson,29 Nov 2017
Jason Grace & Percy Jackson,29 Nov 2017
Lou Ellen/Original Female Character(s),29 Nov 2017
Nico di Angelo/Will Solace,29 Nov 2017
Nico di Angelo/Leo Valdez,29 Nov 2017
Hazel Levesque/Frank Zhang,29 Nov 2017
Luke Castellan/Annabeth Chase,29 Nov 2017
Annabeth Chase & Percy Jackson,29 Nov 2017
Gaea/Tartarus (Percy Jackson),29 Nov 2017
Gaea/Ouranos (Percy Jackson),29 Nov 2017
Maria di Angelo/Hades,29 Nov 2017
Hades/Marie Levesque,29 Nov 2017
Luke Castellan/Thalia Grace,29 Nov 2017
Jason Grace/Piper McLean,29 Nov 2017
Percy Jackson/Annabeth Chase,29 Nov 2017
Jason Grace/Will Solace,29 Nov 2017
Thalia Grace/Reyna Avila Ramírez-Arellano,29 Nov 2017
Nico di Angelo/Percy Jackson,29 Nov 2017
Percy Jackson/Annabeth Chase,29 Nov 2017
Jason Grace/Piper McLean,29 Nov 2017
Hazel Levesque/Frank Zhang,29 Nov 2017
Octavian/Luke Castellan/Jason Grace/Percy Jackson,29 Nov 2017
Percy Jackson/Octavian,29 Nov 2017
Luke Castellan/Octavian,29 Nov 2017
Jason Grace/Octavian,29 Nov 2017
Luke Castellan/Percy Jackson,29 Nov 2017
Luke Castellan/Jason Grace,29 Nov 2017
Jason Grace/Percy Jackson,29 Nov 2017
Annabeth Chase/Percy Jackson,29 Nov 2017
Nico di Angelo/Percy Jackson,29 Nov 2017
Will Solace/Connor Stoll,29 Nov 2017
Jason Grace/Piper McLean,29 Nov 2017
Hazel Levesque/Frank Zhang,29 Nov 2017
Juniper/Grover Underwood,29 Nov 2017
Percy Jackson/Grover Underwood,29 Nov 2017
Nico di Angelo/Will Solace,29 Nov 2017
Nico di Angelo/Percy Jackson,29 Nov 2017
Nico di Angelo/Jason Grace/Percy Jackson,29 Nov 2017
Jason Grace/Percy Jackson,29 Nov 2017
Nico di Angelo/Jason Grace,29 Nov 2017
Nico di Angelo/Percy Jackson,29 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Annabeth Chase/Percy Jackson,25 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Luke Castellan/Thalia Grace,25 Nov 2017
Jason Grace/Piper McLean,25 Nov 2017
Reyna Avila Ramírez-Arellano/Leo Valdez,25 Nov 2017
Calypso/Leo Valdez,25 Nov 2017
Hazel Levesque/Frank Zhang,25 Nov 2017
Athena/Frederick Chase,25 Nov 2017
Paul Blofis/Sally Jackson,25 Nov 2017
Juniper/Grover Underwood,25 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Nico di Angelo/Percy Jackson,25 Nov 2017
Malcolm Pace/Original Character(s),25 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Annabeth Chase/Percy Jackson,25 Nov 2017
Reyna Avila Ramírez-Arellano/Original Character(s),25 Nov 2017
Katie Gardner/Travis Stoll,25 Nov 2017
(background/mentioned) Annabeth Chase/Percy Jackson,25 Nov 2017
(background/mentioned) Chris Rodriguez/Clarisse La Rue,25 Nov 2017
Connor Stoll & Travis Stoll,25 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Nico di Angelo/Percy Jackson,25 Nov 2017
Nico di Angelo & Jason Grace,25 Nov 2017
Nico di Angelo/Jason Grace (one-sided),25 Nov 2017
Jason Grace/Percy Jackson,25 Nov 2017
Leo Valdez/Frank Zhang,25 Nov 2017
Luke Castellan/Annabeth Chase/Percy Jackson,25 Nov 2017
Nico di Angelo/Connor Stoll/Travis Stoll,25 Nov 2017
Bianca di Angelo/Thalia Grace,25 Nov 2017
Lou Ellen/Cecil Markowitz,25 Nov 2017
Piper McLean/Reyna Avila Ramírez-Arellano,25 Nov 2017
Ethan Nakamura/Alabaster Torrington,25 Nov 2017
Silena Beauregard/Charles Beckendorf,25 Nov 2017
Clarisse La Rue/Chris Rodriguez,25 Nov 2017
Jake Mason/Will Solace,25 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Apollo/Jason Grace,25 Nov 2017
Frank Zhang/Reader,25 Nov 2017
Mitchell/Connor Stoll,25 Nov 2017
Katie Gardner/Travis Stoll,25 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Annabeth Chase/Percy Jackson,25 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Jason Grace/Piper McLean,25 Nov 2017
Nico di Angelo/Jason Grace,25 Nov 2017
Jason Grace/Percy Jackson,25 Nov 2017
Jason Grace/Reyna Avila Ramírez-Arellano,25 Nov 2017
Annabeth Chase/Jason Grace/Percy Jackson,25 Nov 2017
Jason Grace/Leo Valdez,25 Nov 2017
Jason Grace/Reyna Avila Ramírez-Arellano/Leo Valdez,25 Nov 2017
Annabeth Chase/Jason Grace,25 Nov 2017
Jason Grace/Piper McLean (Past),25 Nov 2017
Solangelo - Relationship,25 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Annabeth Chase/Percy Jackson,25 Nov 2017
Nico di Angelo/Will Solace,25 Nov 2017
Leo Valdez/Original Character,25 Nov 2017
Calypso/Leo Valdez,25 Nov 2017
Hazel Levesque/Frank Zhang,25 Nov 2017
Jason Grace/Piper McLean,25 Nov 2017
Carter Kane/Walt Stone,22 Nov 2017
Sadie Kane/Lacy/Hazel Levesque,22 Nov 2017
Percy Jackson/Hades,22 Nov 2017
Nico di Angelo/Percy Jackson,22 Nov 2017
Percy Jackson/Theseus,22 Nov 2017
Percy Jackson/Perseus,22 Nov 2017
Percy Jackson/Cerberus,22 Nov 2017
Nico di Angelo/Cerberus,22 Nov 2017
Hades/Cerberus,22 Nov 2017
Ethan Nakamura/Chris Rodriguez,22 Nov 2017
Annabeth Chase/Percy Jackson,22 Nov 2017
Percy Jackson/Triton,22 Nov 2017
Percy Jackson/Amphitrite,22 Nov 2017
Percy Jackson/Poseidon,22 Nov 2017
Jason Grace & Percy Jackson,22 Nov 2017
Percy Jackson & Reyna Avila Ramírez-Arellano,22 Nov 2017
Annabeth Chase & Percy Jackson,22 Nov 2017
Nico di Angelo/Will Solace,22 Nov 2017
Nico di Angelo & Jason Grace & Reyna Avila Ramírez-Arellano,22 Nov 2017
Percy Jackson & Triton,22 Nov 2017
Percy Jackson & Kymopoleia,22 Nov 2017
Annabeth Chase/Jason Grace/Piper McLean,22 Nov 2017
past Percy Jackson/Annabeth Chase - Relationship,22 Nov 2017
Neptune/Percy Jackson,22 Nov 2017
Jason Grace & Percy Jackson,22 Nov 2017
Nico di Angelo/Will Solace,22 Nov 2017
Percy Jackson/Reader,22 Nov 2017
Nico di Angelo/Will Solace,22 Nov 2017
Nico Di Angelo / Will Solace,22 Nov 2017
Apollo (Percy Jackson)/Frey (Magnus Chase),22 Nov 2017
Frey (Magnus Chase)/Natalie Chase (Magnus Chase),22 Nov 2017
Annabeth Chase/Percy Jackson,22 Nov 2017
Paul Blofis/Sally Jackson,22 Nov 2017
Annabeth Chase/Percy Jackson,22 Nov 2017
Annabeth Chase/Piper McLean,22 Nov 2017
Nico di Angelo/Leo Valdez,22 Nov 2017
Jason Grace/Percy Jackson,22 Nov 2017
Hazel Levesque/Frank Zhang,22 Nov 2017
Luke Castellan/Percy Jackson,22 Nov 2017
Nico di Angelo/Will Solace,22 Nov 2017
canon ships in the background,22 Nov 2017
